"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","商品属性","页面网址","页面标题","采集时间"
"yqdbj","PLUS会员","star5","产品外观简约时尚，很不错！开机链接手机操作测试很方便，不错！待使用后体验再次评价，不知道是否可净化甲醛。京东物流非常给力，快快快！配送我们小区物流小哥很给力、服务非常好?","2019-05-05 11:06","0","0",,,"小米净化器MAX                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.6980806"
"万***n",,"star5","屏幕显示清晰，指标测试灵敏，新房使用很合适，性价比非常好。","2019-01-25 15:48","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.7529356"
"j***6","PLUS会员","star5","空气净化器送到了，真快，直接连接了手机无线，用手机操作很方便，外观漂亮还有温度湿度显示，功能挺强大?","2019-01-13 23:23","0","0","[购买8天后追评]","用了一周了，质量绝对没问题，空气净化效果很明显，数值显示比较准确，开了加湿器之后数值立刻发生变化，很敏感","小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.8078228"
"赫连秋水",,"star5","对比了好几款，最终选择了米家的，领导爱抽烟，即使关着门烟味也能闻到，有了它后，感觉好了很多。雾霾天气，分分钟内室内空气达到正常值。","2019-05-20 06:58","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.8656428"
"m***2","PLUS会员","star5","净化器很不错，净化效率很高，家里有人抽烟会很快净化掉，节能省电。","2019-03-06 14:17","0","0",,,"小米净化器MAX                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.9274830"
"j***7",,"star5","可以 外观设计简约大气上档次，低调简约有内涵，哈哈哈哈哈红红火火恍恍惚惚，猫咪每天帮忙手动打开，一点都不害怕了","2019-06-15 22:28","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:13.9873224"
"小***大",,"star5","和松下的纠结了半个多月，正好双11搞活动比平时优惠200，999直接下叉，下载APP链接后可查看设备信息非常的方便，开的自动模式声音还是很小，这个价位能接受了。","2018-11-04 22:27","0","1",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.1819058"
"梦想天空_","PLUS会员","star5","这是我们新买来的空气净化器哦?在现在这种空气相对来说不是那么纯洁纯净的情况下，这种空气净化器的存在对我们来说真的是不可或缺的一种重要的东西，这个空气净化器为我们的生活质量提供了一个很好的保障，让我们处于一种清新自然的舒适状态的环境、这会让我们的生活提高了一个档次，非常开心的一次购物体验?","2019-08-18 18:12","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.2367609"
"v***0","PLUS会员","star5","米家净化器外观漂亮质感好，秒杀同价位，睡眠模式很安静，标准模式风扇的声音也很小。和小爱同学搭配语音开关方便至极。","2019-03-09 13:14","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.2876241"
"小***丽","PLUS会员","star5","收到就拆开使用了，第一次连WiFi一直无法正常连接，重置以后正常了，用手机控制很方便，各种信息也一目了然。最大风速的话噪音还是有点大的，最小风速很安静，净化速度在可接受范围内。","2018-12-09 12:40","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.3380418"
"j***p",,"star5","空净第一天用的最明显早上起床睡过了空气非常好睡眠模式很安静手动挡风扇声太吵了两三个人正常交流的情况下非常惊人的它响了等空气质量变好改自动状态就好了性价比高不然其他品牌为什么都有*元的呢一分钱一分货","2018-12-30 10:14","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.3879066"
"D***I","PLUS会员","star5","很好用，很安静，效果也不错 开机一小时卧室就没以前那种异味了，很不错，夜晚几乎感觉不到声音，小米的东西还不错的","2019-06-24 20:20","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.4367769"
"j***y","PLUS会员","star5","用过一段时间才来评价，真的很好用，非常敏感，调成自动，有炒菜的烟味进入客厅它就会自动工作，非常喜欢这款小米的空气净化器。","2019-02-17 19:52","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.4946285"
"6***8",,"star5","很好的一款空气净化器，手机APP可以控制，自带温度，湿度检测，夜间模式很安静，不影响睡眠。小米产品值得信赖。","2018-12-03 20:44","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.5524732"
"h***2","PLUS会员","star5","净化器很智能，操作简单，外观简单好看，很不错的东西，值了","2019-06-21 00:50","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.6088913"
"J***J","PLUS会员","star5","送货很快，看着高大上，比较简洁，一如既往的性冷淡风格，不重，比较单薄，性价比高","2019-01-01 16:25","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:29.6677339"
"小***桃","PLUS会员","star5","小米空气净化器2的升级版，带PM2.5液晶显示，感觉很高端，价格也实惠，特别是睡觉时切换至静音模式，真的一点声音都听不到，个人认为比某些2,3千的进口品牌要好多了。支持国货，支持小米。","2017-12-18 11:58","0","0","[购买10天后追评]","用了几天，除PM2.5确实有效，家里空气感觉干净多了。","小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 21:02:44.8683326"
